41,"toilet paper, towels, free toiletries, terrace, tile/marble floor, fan, desk, pets are not allowed, evening entertainment, bicycle rental, breakfast in the room, restaurant, free! wifi is available in public areas and is free of charge, no parking available, luggage storage, ticket service, tour desk, currency exchange, daily housekeeping, ironing facilities, ELDC, business centre, airport shuttle(surcharge), shuttle service(surcharge), car rental, non smoking room, newspapers, room service"
42,"room service, currency exchange, doctor on call, ELDC, ELDC, lobby, parking, front desk, restaurant, major credit cards accepted, 24/7 front desk, welcome drinks, garden, car rental, food facility, newspapers in lobby, room service, parking facility"
43,"internet accessinternet access, ELDC, lobby, front desk, power, newspapers in lobby"
44,"room service, internet access, restaurant, doctor on call, internet access, ELDC, lobby, parking, front desk, restaurant, lockers, welcome drinks, power, garden, jacuzzi, free internet access, room service, drinking water, outdoor parking, parking facility, room service, public restrooms, restaurant"
45,"room service, internet access, currency exchange, doctor on call, games zone, health club/gym, internet access, ELDC, tour guide, major credit cards accepted, garden, car rental, campfire/bon fire, room service, std/isd"
46,"toilet paper, linen, towels, bidet, towels/sheets(extra fee), bath, toilet, free toiletries, shared bath, hairdryer, shower, mountain view, view, barbeque, terrace, garden, children's high chair, kitchenware, electric kettle, drying rack for clothing, pets are not allowed, cycling, bicycle rental, children's playground, game room, kid meals, restaurant, restaurant, breakfast in the room, restaurant, free wi-fi, free! free private parking is possible on site(reservation is not needed), lockers, private check-in/check-out, luggage storage, ticket service, tour desk, 24/7 front desk, babysitting, daily housekeeping, trouser press, shoe shine, ironing facilities, ELDC, ELDC, fax/photocopying/fax business centre, conference facilities, airport shuttle(surcharge), shuttle service(surcharge), non smoking room, hardwood/parquet floors, soundproof rooms, car rental, packed lunches, soundproof rooms, bridal suite, vip room facilities, beauty salon, non smoking room, room service"
47,"room service, internet access, swimming pool, swimming pool, bar/lounge, barbeque, internet access, ELDC, parking, lockers, table tennis court, hookah lounge, 24/7 front desk, doorman, medical assistance available, welcome drinks, power, garden, dance performances(on demand), catering, suitable for children, grocery deliveries, coffee shop, kitchen, massage, poolside bar, skiing facility available facility available, nature walk, veranda, restaurant, veg/non veg kitchens separate, horse riding, shopping, in house events, vegetarian food/jain food available, car rental, badmintton court, pool cafe, karaoke, campfire/bon fire, food facility, children's playground, postal/parcel services, room service, cook services, air/rail booking, guide service, outdoor parking, parking facility, restaurant, room service, fishing, full time operation for all 7 days, porter, public restrooms, security at all hotel entrances, restaurant, suites"
48,"room service, internet access, swimming pool, swimming pool, barbeque, business centre, currency exchange, doctor on call, gift shop, ELDC, library, lobby, non smoking room, parking, front desk, tennis court court, tour guide, valet service, welcome drinks, power, garden, multilingual staff, suitable for children, disabled friendly rooms, kitchen, free local calls, nature walk, smoking area, veranda, restaurant, bike on rent, vegetarian food/jain food available, extra person/child - share the same room, village visit(chargeable), car rental, ELDC, kids play zone, taxi services, badmintton court, campfire/bon fire, food facility, drivers rest room, yoga, children's playground, family rooms, photocopying/fax/photocopying(reception area only), outdoor parking, parking facility, restaurant, room service"
49,"bath, toilet, shower, wardrobe, fence around pool, pool/beach towels, outdoor pool, garden, pets are not allowed, library, children's playground, massage, sofa, seating area, desk, flat-screen television, telephone, kid meals, special diet menus(on request), free wi-fi, free! free private parking is possible on site(reservation is not needed), lockers, luggage storage, 24/7 front desk, children television networks, kids play zone, daily housekeeping, trouser press, ironing facilities, ELDC, ELDC, fax/photocopying/fax airport shuttle(surcharge), vending machine, shuttle service(surcharge), air conditioning, heating, car rental, fan"
50,"internet access, doctor on call, ELDC, internet access, ELDC, non smoking room, parking, front desk, restaurant, non smoking hotel, tour guide"
51,"doctor on call, front desk, room service, guide service, outdoor parking"
52,"parking, front desk, room service, parking facility"
53,"room service, spa, restaurantbasketball court, gift shop, health club/gym, library, parking, restaurant, table tennis court, 24/7 front desk, fitness centre, conference facilities, pool table, safari, badmintton court, food facility, room service, guide service, parking facility"
54,"room service, internet access, restaurant, airport shuttle(surcharge), doctor on call, ELDC, parking, front desk, restaurant, lockers, tour guide, major credit cards accepted, 24/7 front desk, medical assistance available, welcome drinks, power, garden, coffee shop, nature walk, campfire/bon fire, food facility, free internet access, room service, photocopying/fax/photocopying(reception area only)"
55,"lounge, barbeque, ELDC, parking, front desk, restaurant, luggage storage, garden, pnd, bike on rent, village visit(chargeable), car rental, taxi services, spa, guide service, outdoor parking, parking facility, full time operation for all 7 days, restaurant, suites"
56,"room service, currency exchange, doctor on call, ELDC, ELDC, lobby, parking, front desk, restaurant, major credit cards accepted, 24/7 front desk, food facility, newspapers in lobby, room service, parking facility"
57,"room service, airport shuttle(surcharge), doctor on call, ELDC, parking, front desk, restaurant, tour guide, 24/7 front desk, luggage storage, welcome drinks, wake up call, suitable for children, kitchen, nature walk, bike on rent, horse riding, vegetarian food/jain food available, village visit(chargeable), car rental, taxi services, food facility, drivers rest room, newspapers in lobby, room service, cook services, guide service, outdoor parking, parking facility"
58,"doctor on call, ELDC, parking, front desk, tour guide, bike on rent, car rental, taxi services, food facility, guide service, room service"
59,"doctor on call, ELDC, health club/gym, ELDC, lobby, non smoking room, parking, non smoking hotel, 24/7 front desk, medical assistance available, power, fitness centre, pool table, newspapers in lobby"
60,"room service, internet access, restaurant, barbeque, doctor on call, ELDC, internet access, ELDC, parking, pets allowed, restaurant, tour guide, hookah lounge, welcome drinks, garden, computer rental, dance performances(on demand), kitchen, cell phone rental, pnd, veranda, restaurant, transfers available, bike on rent, veg/non veg kitchens separate, shopping, vegetarian food/jain food available, village visit(chargeable), car rental, taxi services, amphitheatre, karaoke, campfire/bon fire, food facility, free internet access, cook services, air/rail booking, baggage room, courier service, laptop rental, outdoor parking, parking facility, internet access, restaurant, room service, public restrooms, restaurant, stamps and mailing facility"
61,"parking, restaurant, bike on rent, campfire/bon fire, outdoor parking"
62,"room service, internet access, restaurant, doctor on call, ELDC, parking, front desk, restaurant, tour guide, newspapers in lobby, room service, guide service, outdoor parking, parking facility, internet access, room service"
63,"room service, internet access, restaurant, airport shuttle(surcharge), bar/lounge, currency exchange, ELDC, parking, front desk, restaurant, tour guide, hookah lounge, luggage storage, restaurant, bike on rent, village visit(chargeable), car rental, taxi services, food facility, free internet access, spa, outdoor parking, parking facility, internet access, restaurant, room service, cctelevision, first-aid kit at front desk, full time operation for all 7 days, paid transfers, public restrooms"
64,"room service, internet access, airport shuttle(surcharge), babysitting, barbeque, beauty salon, currency exchange, doctor on call, ELDC, gift shop, internet access, ELDC, library, lobby, non smoking room, parking, front desk, lockers, non smoking hotel, tour guide, major credit cards accepted, 24/7 front desk, luggage storage, medical assistance available, welcome drinks, power, garden, audio visual equipment, computer rental, wedding service, translation and interpretation services, multilingual staff, exhibit space, wake up call, suitable for children, separate sitting area, coffee shop, conference facilities, smoking room, access via exterior corridors, atm/banking, fax/photocopying/fax kitchen, multi - line phone, fire place, free local calls, picnic area, cell phone rental, massage, pnd, skiing facility available facility available, nature walk, smoking area, veranda, restaurant, bike on rent, veg/non veg kitchens separate, horse riding, shopping, in house events, vegetarian food/jain food available, extra person/child - share the same room, village visit(chargeable), car rental, ELDC, kids play zone, oxygen cylinder(on request), meditation room, drinking water, self check - in, taxi services, conference facilities, campfire/bon fire, food facility, drivers rest room, newspapers in lobby, yoga, children's playground, postal/parcel services, family rooms, room service, cook services, air/rail booking, std/isd, baggage room, courier service, guide service, laptop rental, photocopying/fax/photocopying(reception area only), adjoining rooms, outdoor parking, outdoor parking, parking facility, internet access, restaurant, room service, fishing, ayurvedic facilities, trekking, fire safety, cctelevision, fire exit signs, first-aid kit at front desk, flower shop, full time operation for all 7 days, paid transfers, public restrooms, restaurant, stamps and mailing facility, suites"
65,"room service, ELDC, parking, front desk, power, garden, free internet access, outdoor parking, parking facility, room service, porter, restaurant"
66,"doctor on call, ELDC, lobby, parking, front desk, tour guide, major credit cards accepted, 24/7 front desk, luggage storage, medical assistance available, power, room service, public restrooms"
67,"airport shuttle(surcharge), doctor on call, ELDC, parking, front desk, 24/7 front desk, medical assistance available, welcome drinks, power, wake up call, separate sitting area, newspapers in lobby, room service, parking facility"
68,"room service, internet access, banquet facilities, doctor on call, ELDC, internet access, ELDC, parking, front desk, restaurant, tour guide, atm/banking, newspapers in lobby, room service, parking facility"
69,"room service, internet access, restaurant, airport shuttle(surcharge), barbeque, doctor on call, ELDC, lift, lobby, parking, front desk, restaurant, tour guide, 24/7 front desk, luggage storage, medical assistance available, power, garden, conference facilities, smoking room, kitchen, fire place, smoking area, bike on rent, veg/non veg kitchens separate, extra person/child - share the same room, car rental, taxi services, campfire/bon fire, food facility, free internet access, newspapers in lobby, family rooms, room service, cook services, air/rail booking, courier service, guide service, outdoor parking, parking facility, internet access, room service"
70,"room service, ELDC, parking, front desk, lockers, 24/7 front desk, garden, catering, veg/non veg kitchens separate, car rental, badmintton court, mini theatre, karaoke, food facility, room service, cook services, air/rail booking, parking facility, restaurant, room service"
71,"linen, towels, bath, toilet, shower, outdoor pool, barbeque, garden, clothes rack, pets allowed on request, bicycle rental, children's playground, massage, fitness centre, restaurant, restaurant, bar, restaurant, no internet access available, free! free private parking is possible on site(reservation is not needed), daily housekeeping, lounge, lockers, luggage storage, car rental, packed lunches, conference facilities, grocery deliveries, designated smoking area, shopping, fan"
72,"designated smoking area, air conditioning, lounge, towels, towels/sheets(extra fee), additional toilet, bath, free toiletries, shower, wardrobe, dressing room, extra long beds(> 2 metres), outdoor furniture, barbeque, barbeque, balcony, terrace, garden, shared kitchen, dining area, cleaning products, stovetop, kitchenware, electric kettle, refrigerator, upper floors accessible by stairs only, clothes rack, tile/marble floor, private entrance, fan, mountain view, garden view, view, pets are not allowed, dining area, sofa, seating area, flat-screen television, cable channels, dvd player, television, grocery deliveries deliveries, packed lunches, no internet access available, free! free private parking is possible on site(reservation is not needed), car rental, daily housekeeping"
73,"family rooms, library, bath, toilet, free toiletries, shower, wardrobe, terrace, fan, pets are not allowed, seating area, desk, cable channels, television, bar, room service, restaurant, free! wifi is available in public areas and is free of charge, fppps, car rental, tour desk, currency exchange, ELDC, ELDC"
74,"air conditioning, lounge, linen, towels, bath, bath, toilet, free toiletries, bath, shower, wardrobe, massage, spa, fitness centre, sauna, patio, balcony, garden, detached, shared kitchen, dining area, stovetop, kitchenware, kitchen, refrigerator, drying rack for clothing, fold-up bed, clothes rack, tile/marble floor, private entrance, fan, city view, landmark view, mountain view, garden view, lake view, view, pets are allowed, cycling, hiking, dining area, sofa, seating area, flat-screen television, cable channels, television, pay-per-view channels, grocery deliveries deliveries, tea/coffee maker, no internet access available, free! free private parking is possible on site(reservation is not needed), car rental, children television networks, daily housekeeping, trouser press, ironing facilities, ELDC"
75,"toilet paper, towels, bath, bath, toilet, shower, garden view, view, sun terrace, barbeque, balcony, garden, clothes rack, pets are not allowed, beachfront, massage, fishing, golf course course(within 3 km), seating area, snack bar, restaurant, bar, restaurant, free wi-fi, free! free public parking is possible at a location nearby(reservation is not needed), luggage storage, ticket service, currency exchange, 24/7 front desk, ELDC, fax/photocopying/fax grocery deliveries, air conditioning, shopping, mosquito net, private entrance, car rental, packed lunches, safety deposit box, fan, beauty salon, newspapers, safety deposit box, room service"
76,"designated smoking area, non smoking room, linen, towels, bath, toilet, shower, beachfront, patio, garden, mosquito net, tile/marble floor, private entrance, fan, safety deposit box, pets are allowed, seating area, desk, bar, room service, restaurant, free wi-fi, fppps, airport shuttle(surcharge), car rental, bicycle rental, lockers, luggage storage, tour desk, currency exchange, safety deposit box, daily housekeeping, ironing facilities, ELDC, ELDC"
77,"bath, toilet, free toiletries, wardrobe, garden, pets are allowed on request, game room, sofa, seating area, no internet access available, free! free private parking is possible on site(reservation is not needed), luggage storage, tour desk, car rental, 24/7 front desk, carpeted, fan"
78,"linen, towels, towels/sheets(extra fee), bath, toilet, free toiletries, terrace, garden, clothes rack, fan, air conditioning, pets allowed on request, evening entertainment, cycling, children's playground, tennis court court, satellite channels, free! wifi is available in the hotel rooms and is free of charge, free! free private parking is possible on site(reservation is not needed), private check-in/check-out, wake up call, express check-in/check-out/check-out, ironing facilities, ELDC, 24/7 front desk, room service, heating, safety deposit box, family rooms, non smoking room, newspapers"
79,"restaurant, travel desk, parking, pnd, air conditioning, adjoining rooms, banquet facilities, doctor on call, ELDC, room service, 24/7 security, meeting room"
80,"restaurant, travel desk, parking, free parking, pnd, pnd, 24/7 front desk, 24/7 room service, ELDC, room service, air conditioning, doorman, express check-in/check-out, express check-in/check-out, housekeeping, wifi, doctor on call, atm/banking, 24/7 security, front desk, phone service"
81,"internet access, restaurant, airport shuttle(surcharge), barbeque, beauty salon, currency exchange, doctor on call, ELDC, internet access, ELDC, library, lobby, non smoking room, parking, pets allowed, front desk, restaurant, lockers, tour guide, luggage storage, medical assistance available, welcome drinks, power, garden, computer rental, dance performances(on demand), translation and interpretation services, wake up call, suitable for children, separate sitting area, atm/banking, kitchen, free local calls, massage, safari, nature walk, smoking area, camel ride, veranda, restaurant, bike on rent, veg/non veg kitchens separate, shopping, vegetarian food/jain food available, village visit(chargeable), ELDC, meditation room, taxi services, city shuttle service, rooftop garden, food facility, free internet access, newspapers in lobby, yoga, children's playground, family rooms, spa, cook services, party hall, air/rail booking, baggage room, guide service, photocopying/fax/photocopying(reception area only), adjoining rooms, outdoor parking, parking facility, internet access"
82,"room service, internet access, airport shuttle(surcharge), banquet facilities, business centre, currency exchange, doctor on call, ELDC, ELDC, lift, lobby, parking, front desk, tour guide, major credit cards accepted, 24/7 front desk, medical assistance available, power, wedding service, catering, wake up call, conference facilities, fax/photocopying/fax pnd, veg/non veg kitchens separate, vegetarian food/jain food available, extra person/child - share the same room, car rental, taxi services, food facility, free internet access, newspapers in lobby, room service, air/rail booking, std/isd, baggage room, photocopying/fax/photocopying(reception area only), drinking water, outdoor parking, parking facility"
83,"internet, air conditioning, non smoking room, adjoining rooms, doorman, housekeeping, free wifi, doctor on call, restaurant, travel desk, parking, bus parking, free parking, indoor parking, outdoor parking, pnd, 24/7 front desk, ELDC, room service, 24/7 security, free newspaper, front desk, phone service, wake up call"
84,"bar, restaurant, internet, air conditioning, doorman, housekeeping, doctor on call, travel desk, parking, pnd, 24/7 front desk, ELDC, room service, business services, front desk, phone service, 24/7 security, massage, water sports"
85,"room service, internet access, spa, gym, internet access, ELDC, parking, front desk, power, garden, free internet access, outdoor parking, parking facility, room service"
86,"internet, doorman, housekeeping, free wifi, doctor on call, restaurant, travel desk, parking, 24/7 front desk, 24/7 room service, ELDC, room service, 24/7 security, front desk"
87,"housekeeping, air conditioning, internet, library, free wifi, doorman, doctor on call, travel desk, pnd, car rental, ELDC, ELDC, 24/7 security, front desk"
88,"power, taxi services, parking facility, internet access"
89,"internet, air conditioning, adjoining rooms, housekeeping, free wifi, doctor on call, restaurant, travel desk, 24/7 front desk, ELDC, room service, 24/7 security"
90,"internet, air conditioning, lift, housekeeping, free wifi, doctor on call, 24/7 power, restaurant, travel desk, parking, taxi service, 24/7 front desk, 24/7 room service, ELDC, room service, currency exchange, ELDC, meeting facility, printer, photocopy"
91,"airport shuttle(surcharge), doctor on call, lobby, front desk, lockers, tour guide, power, suitable for children, smoking room, smoking area, extra person/child - share the same room, car rental, taxi services, family rooms, guide service, parking facility, internet access, full time operation for all 7 days, paid transfers, public restrooms, stamps and mailing facility"
92,"internet access, airport shuttle(surcharge), internet access, ELDC, tour guide, welcome drinks, veranda, bike on rent, village visit(chargeable), spa"
